row_id;order_id;order_date;ship_date;ship_mode;customer_id;product_id
1881;CA-2016-109512;2020-06-03;2020-06-03;Same Day;LF-17185;OFF-EN-10002621
1882;CA-2016-109512;2020-06-03;2020-06-03;Same Day;LF-17185;FUR-CH-10001146
1883;CA-2016-109512;2020-06-03;2020-06-03;Same Day;LF-17185;OFF-ST-10000689
1884;CA-2017-118570;2022-02-11;2022-02-15;Standard Class;CC-12430;OFF-PA-10001289
1885;CA-2018-154718;2022-04-19;2022-04-23;Second Class;DL-12865;OFF-LA-10003714
1886;CA-2017-147578;2021-07-21;2021-07-25;Second Class;PG-18895;FUR-FU-10001889
1887;CA-2015-140165;2019-08-11;2019-08-13;First Class;EH-14005;OFF-FA-10002815
1888;CA-2015-140165;2019-08-11;2019-08-13;First Class;EH-14005;OFF-BI-10004519
1889;CA-2015-142587;2020-01-19;2020-01-20;First Class;TB-21520;OFF-AP-10004708
1890;CA-2015-142587;2020-01-19;2020-01-20;First Class;TB-21520;FUR-TA-10000617
1891;CA-2015-157623;2019-06-12;2019-06-16;Standard Class;DK-13225;OFF-PA-10001204
1892;CA-2015-157623;2019-06-12;2019-06-16;Standard Class;DK-13225;OFF-AR-10003723
1893;CA-2018-145310;2023-03-22;2023-03-24;Second Class;JP-15520;OFF-EN-10002621
1894;CA-2017-100083;2022-02-22;2022-02-27;Standard Class;CD-11980;OFF-PA-10000241
1895;US-2018-108063;2023-03-02;2023-03-05;First Class;AS-10090;OFF-AR-10001446
1896;CA-2016-109197;2021-03-31;2021-04-04;Standard Class;JO-15280;OFF-BI-10004632
1897;CA-2018-141789;2023-01-01;2023-01-04;First Class;AC-10450;OFF-BI-10001359
1898;CA-2015-169775;2019-11-27;2019-12-01;Second Class;RA-19945;OFF-EN-10001749
1899;CA-2015-169775;2019-11-27;2019-12-01;Second Class;RA-19945;OFF-BI-10004390
1900;CA-2015-169775;2019-11-27;2019-12-01;Second Class;RA-19945;FUR-TA-10001857
1901;CA-2017-140543;2021-09-27;2021-10-01;Second Class;Co-12640;OFF-ST-10000563
1902;CA-2017-151141;2021-11-18;2021-11-21;First Class;DW-13480;TEC-PH-10004924
1903;CA-2018-167094;2023-01-19;2023-01-20;First Class;DK-12835;OFF-PA-10003953
1904;CA-2018-167094;2023-01-19;2023-01-20;First Class;DK-12835;FUR-CH-10000155
1905;CA-2018-167094;2023-01-19;2023-01-20;First Class;DK-12835;TEC-AC-10003116
1906;CA-2018-154410;2023-01-19;2023-01-22;First Class;MD-17860;OFF-ST-10002743
1907;US-2017-150567;2021-08-15;2021-08-19;Standard Class;RP-19855;OFF-BI-10001757
1908;US-2017-150567;2021-08-15;2021-08-19;Standard Class;RP-19855;OFF-BI-10000069
1909;CA-2016-157959;2020-05-03;2020-05-04;First Class;RW-19540;FUR-FU-10004093
1910;CA-2018-105886;2023-03-18;2023-03-23;Standard Class;DB-13660;FUR-FU-10001037
1911;CA-2017-105963;2022-02-13;2022-02-20;Standard Class;SC-20770;TEC-AC-10003832
1912;CA-2018-121503;2022-10-01;2022-10-04;Second Class;FH-14275;OFF-PA-10001878
1913;CA-2018-121503;2022-10-01;2022-10-04;Second Class;FH-14275;TEC-MA-10003674
1914;CA-2015-103366;2019-04-15;2019-04-17;First Class;EH-13990;TEC-AC-10003628
1915;CA-2018-124597;2022-07-29;2022-08-03;Standard Class;AS-10630;OFF-LA-10003190
1916;CA-2018-124597;2022-07-29;2022-08-03;Standard Class;AS-10630;OFF-AR-10002280
1917;CA-2018-124597;2022-07-29;2022-08-03;Standard Class;AS-10630;OFF-LA-10001569
1918;CA-2016-105634;2021-02-06;2021-02-12;Standard Class;HA-14905;OFF-AR-10001573
1919;CA-2016-123673;2021-01-28;2021-01-30;Second Class;CH-12070;TEC-PH-10001809
1920;US-2018-111423;2022-11-15;2022-11-17;First Class;EH-13765;OFF-BI-10003091
1921;US-2018-111423;2022-11-15;2022-11-17;First Class;EH-13765;FUR-CH-10003981
1922;CA-2016-125178;2021-01-01;2021-01-07;Standard Class;MZ-17515;OFF-ST-10002562
1923;CA-2017-156685;2021-10-06;2021-10-08;Second Class;SC-20230;TEC-PH-10004345
1924;CA-2017-156685;2021-10-06;2021-10-08;Second Class;SC-20230;OFF-AR-10000588
1925;CA-2018-126865;2023-03-05;2023-03-07;Second Class;NP-18325;OFF-PA-10003039
1926;CA-2018-102834;2022-06-07;2022-06-11;Standard Class;LW-16990;TEC-AC-10001908
1927;US-2017-139710;2021-09-07;2021-09-13;Standard Class;GM-14680;TEC-PH-10001198
1928;CA-2018-121538;2023-02-26;2023-03-01;First Class;RH-19495;OFF-PA-10004071
1929;US-2018-101539;2022-06-14;2022-06-16;Second Class;VM-21685;OFF-PA-10001972
1930;US-2018-101539;2022-06-14;2022-06-16;Second Class;VM-21685;OFF-ST-10004180
1931;US-2018-101539;2022-06-14;2022-06-16;Second Class;VM-21685;TEC-PH-10004165
1932;CA-2017-152121;2022-02-25;2022-02-27;Second Class;CC-12670;TEC-PH-10002483
1933;CA-2018-161200;2022-11-04;2022-11-08;Second Class;SV-20365;FUR-BO-10000468
1934;CA-2018-161200;2022-11-04;2022-11-08;Second Class;SV-20365;FUR-FU-10001706
1935;CA-2018-101245;2023-02-25;2023-03-03;Standard Class;LW-16990;OFF-PA-10003129
1936;CA-2018-101245;2023-02-25;2023-03-03;Standard Class;LW-16990;TEC-AC-10001284
1937;CA-2016-141768;2020-08-23;2020-08-25;Second Class;NP-18685;FUR-FU-10002268
1938;CA-2017-112109;2021-10-06;2021-10-10;Standard Class;JE-15715;OFF-BI-10002082
1939;CA-2017-112109;2021-10-06;2021-10-10;Standard Class;JE-15715;OFF-ST-10001505
1940;CA-2017-112109;2021-10-06;2021-10-10;Standard Class;JE-15715;OFF-BI-10001634
1941;CA-2017-112109;2021-10-06;2021-10-10;Standard Class;JE-15715;FUR-CH-10004287
1942;CA-2018-144064;2022-11-27;2022-11-30;First Class;CP-12085;OFF-LA-10004544
1943;CA-2018-144064;2022-11-27;2022-11-30;First Class;CP-12085;OFF-ST-10004507
1944;CA-2018-144064;2022-11-27;2022-11-30;First Class;CP-12085;OFF-BI-10002012
1945;CA-2017-108581;2021-09-18;2021-09-24;Standard Class;EA-14035;TEC-AC-10001109
1946;CA-2017-108581;2021-09-18;2021-09-24;Standard Class;EA-14035;OFF-PA-10000809
1947;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;OFF-AR-10000658
1948;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;FUR-FU-10001196
1949;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;FUR-TA-10001889
1950;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;OFF-AP-10000358
1951;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;OFF-BI-10004970
1952;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;TEC-PH-10003885
1953;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;OFF-LA-10001641
1954;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;FUR-CH-10003379
1955;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;OFF-AR-10004582
1956;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;TEC-AC-10002842
1957;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;TEC-AC-10000109
1958;CA-2018-157987;2022-12-01;2022-12-05;Standard Class;AC-10615;OFF-PA-10003893
1959;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;OFF-BI-10003669
1960;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;OFF-AP-10004785
1961;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;TEC-AC-10003023
1962;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;TEC-AC-10002217
1963;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;OFF-BI-10002954
1964;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;OFF-PA-10002586
1965;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;OFF-ST-10000025
1966;CA-2018-110905;2022-12-09;2022-12-14;Second Class;RW-19690;OFF-AP-10003281
1967;CA-2018-165841;2023-03-21;2023-03-28;Standard Class;DB-13210;TEC-PH-10002103
1968;CA-2018-165841;2023-03-21;2023-03-28;Standard Class;DB-13210;OFF-SU-10000898
1969;CA-2018-165841;2023-03-21;2023-03-28;Standard Class;DB-13210;OFF-PA-10001144
1970;CA-2018-117485;2022-12-22;2022-12-28;Standard Class;BD-11320;TEC-AC-10004659
1971;CA-2018-140242;2022-08-04;2022-08-09;Standard Class;ML-17755;OFF-AR-10004752
1972;CA-2018-140242;2022-08-04;2022-08-09;Standard Class;ML-17755;TEC-AC-10004659
1973;CA-2015-148950;2020-03-13;2020-03-18;Standard Class;JD-16015;OFF-BI-10001249
1974;CA-2015-148950;2020-03-13;2020-03-18;Standard Class;JD-16015;OFF-FA-10003059
1975;CA-2015-148950;2020-03-13;2020-03-18;Standard Class;JD-16015;TEC-AC-10002718
1976;CA-2015-110408;2020-01-16;2020-01-18;Second Class;AS-10225;OFF-ST-10001522
1977;CA-2015-110408;2020-01-16;2020-01-18;Second Class;AS-10225;TEC-PH-10002352
1978;CA-2015-110408;2020-01-16;2020-01-18;Second Class;AS-10225;FUR-CH-10003774
1979;CA-2016-109939;2020-08-06;2020-08-10;Standard Class;AA-10375;OFF-AR-10000127
1980;CA-2017-112669;2021-07-13;2021-07-13;Same Day;KT-16465;FUR-CH-10004086
1981;CA-2017-112669;2021-07-13;2021-07-13;Same Day;KT-16465;OFF-ST-10001228
1982;CA-2016-119592;2021-03-14;2021-03-16;Second Class;MM-18280;OFF-BI-10004187
1983;CA-2015-122749;2020-03-02;2020-03-08;Standard Class;NG-18430;TEC-PH-10003811
1984;CA-2015-164721;2020-02-23;2020-02-25;Second Class;LW-16825;OFF-AP-10000240
1985;CA-2015-164721;2020-02-23;2020-02-25;Second Class;LW-16825;FUR-FU-10001940
1986;CA-2015-164721;2020-02-23;2020-02-25;Second Class;LW-16825;OFF-PA-10000575
1987;CA-2017-147417;2021-10-23;2021-10-25;First Class;CB-12415;TEC-CO-10001449
1988;CA-2016-127509;2021-02-07;2021-02-11;Standard Class;AS-10090;OFF-BI-10002393
1989;CA-2016-127509;2021-02-07;2021-02-11;Standard Class;AS-10090;FUR-TA-10002855
1990;CA-2016-127509;2021-02-07;2021-02-11;Standard Class;AS-10090;OFF-EN-10000781
1991;CA-2016-127509;2021-02-07;2021-02-11;Standard Class;AS-10090;OFF-PA-10002160
1992;CA-2018-111374;2022-05-25;2022-05-29;Standard Class;CB-12415;OFF-BI-10004970
1993;CA-2018-133648;2022-09-23;2022-09-30;Standard Class;ML-17755;OFF-LA-10003923
1994;CA-2018-133648;2022-09-23;2022-09-30;Standard Class;ML-17755;OFF-AR-10002257
1995;CA-2018-133648;2022-09-23;2022-09-30;Standard Class;ML-17755;OFF-FA-10004395
1996;US-2018-147221;2023-03-02;2023-03-04;Second Class;JS-16030;OFF-AP-10002534
1997;US-2018-147221;2023-03-02;2023-03-04;Second Class;JS-16030;FUR-FU-10004020
1998;CA-2015-131905;2019-05-07;2019-05-10;First Class;ND-18460;OFF-LA-10002787
1999;CA-2015-131905;2019-05-07;2019-05-10;First Class;ND-18460;TEC-PH-10003645
2000;CA-2015-131905;2019-05-07;2019-05-10;First Class;ND-18460;TEC-PH-10001615
2001;CA-2018-166128;2022-07-10;2022-07-17;Standard Class;LW-17215;TEC-AC-10001767
2002;CA-2018-166128;2022-07-10;2022-07-17;Standard Class;LW-17215;OFF-AR-10001221
2003;CA-2018-163510;2023-03-25;2023-03-28;Second Class;JW-15955;OFF-ST-10000563
2004;CA-2018-163510;2023-03-25;2023-03-28;Second Class;JW-15955;FUR-CH-10001146
2005;US-2018-143028;2022-07-10;2022-07-17;Standard Class;SC-20050;OFF-BI-10004738
2006;CA-2015-111150;2020-03-30;2020-04-03;Standard Class;RW-19630;OFF-AR-10000034
2007;CA-2015-111150;2020-03-30;2020-04-03;Standard Class;RW-19630;TEC-AC-10000290
2008;CA-2018-165386;2022-11-01;2022-11-02;First Class;CM-12190;FUR-BO-10003034
2009;CA-2015-116407;2020-02-13;2020-02-19;Standard Class;JF-15190;OFF-AR-10001315
2010;CA-2015-116407;2020-02-13;2020-02-19;Standard Class;JF-15190;OFF-AP-10002118
2011;CA-2015-116407;2020-02-13;2020-02-19;Standard Class;JF-15190;OFF-PA-10002137
2012;CA-2016-155761;2021-03-11;2021-03-11;Same Day;SC-20800;TEC-AC-10001606
2013;CA-2016-155761;2021-03-11;2021-03-11;Same Day;SC-20800;OFF-ST-10000943
2014;CA-2017-145905;2021-12-17;2021-12-22;Standard Class;AM-10705;FUR-CH-10001854
2015;CA-2017-145905;2021-12-17;2021-12-22;Standard Class;AM-10705;OFF-PA-10000533
2016;CA-2017-145905;2021-12-17;2021-12-22;Standard Class;AM-10705;OFF-ST-10003716
2017;CA-2016-113110;2020-06-17;2020-06-21;Standard Class;BK-11260;OFF-BI-10000088
2018;CA-2016-113110;2020-06-17;2020-06-21;Standard Class;BK-11260;OFF-LA-10000240
2019;CA-2016-113110;2020-06-17;2020-06-21;Standard Class;BK-11260;OFF-SU-10001165
2020;CA-2016-113110;2020-06-17;2020-06-21;Standard Class;BK-11260;OFF-PA-10002749
2021;CA-2017-168354;2021-12-18;2021-12-20;First Class;RH-19510;OFF-ST-10001490
2022;CA-2017-168354;2021-12-18;2021-12-20;First Class;RH-19510;OFF-PA-10002377
2023;CA-2017-168354;2021-12-18;2021-12-20;First Class;RH-19510;OFF-BI-10004826
2024;CA-2017-168354;2021-12-18;2021-12-20;First Class;RH-19510;FUR-CH-10004675
2025;US-2018-111241;2022-11-18;2022-11-20;Second Class;GM-14500;OFF-BI-10002867
2026;CA-2016-114237;2020-06-11;2020-06-13;First Class;MC-17275;FUR-BO-10004409
2027;CA-2017-113516;2021-12-07;2021-12-09;Second Class;VM-21685;OFF-BI-10002225
2028;CA-2017-113516;2021-12-07;2021-12-09;Second Class;VM-21685;OFF-BI-10001989
2029;CA-2016-117961;2021-02-24;2021-02-28;Standard Class;GP-14740;OFF-BI-10000343
2030;CA-2016-117961;2021-02-24;2021-02-28;Standard Class;GP-14740;OFF-ST-10001172
2031;CA-2016-117961;2021-02-24;2021-02-28;Standard Class;GP-14740;OFF-BI-10003707
2032;CA-2016-117961;2021-02-24;2021-02-28;Standard Class;GP-14740;OFF-PA-10001274
2033;CA-2017-128923;2022-03-09;2022-03-13;Standard Class;GB-14530;OFF-PA-10002250
2034;CA-2017-128923;2022-03-09;2022-03-13;Standard Class;GB-14530;OFF-AR-10000475
2035;CA-2018-162481;2022-12-24;2022-12-28;Standard Class;CT-11995;OFF-BI-10002976
2036;CA-2018-162481;2022-12-24;2022-12-28;Standard Class;CT-11995;FUR-CH-10003061
2037;CA-2016-119214;2020-04-22;2020-04-26;Standard Class;CW-11905;OFF-PA-10002893
2038;CA-2016-119214;2020-04-22;2020-04-26;Standard Class;CW-11905;OFF-LA-10003077
2039;CA-2016-122287;2020-09-16;2020-09-21;Standard Class;SN-20560;OFF-PA-10001661
2040;CA-2016-122287;2020-09-16;2020-09-21;Standard Class;SN-20560;OFF-BI-10004656
2041;CA-2016-122287;2020-09-16;2020-09-21;Standard Class;SN-20560;OFF-BI-10003707
2042;CA-2016-122287;2020-09-16;2020-09-21;Standard Class;SN-20560;FUR-FU-10004973
2043;CA-2016-104493;2020-12-31;2021-01-06;Standard Class;EB-13705;OFF-BI-10004817
2044;US-2018-158946;2023-02-16;2023-02-21;Standard Class;JW-15220;OFF-AR-10001860
2045;CA-2015-129168;2019-11-15;2019-11-21;Standard Class;KB-16585;OFF-PA-10001639
2046;CA-2017-131835;2021-10-15;2021-10-19;Standard Class;MC-17590;OFF-AP-10004487
2047;CA-2017-131835;2021-10-15;2021-10-19;Standard Class;MC-17590;TEC-PH-10001760
2048;CA-2017-131835;2021-10-15;2021-10-19;Standard Class;MC-17590;OFF-PA-10004071
2049;CA-2016-142237;2020-10-09;2020-10-11;First Class;CK-12595;FUR-FU-10004848
2050;CA-2016-142237;2020-10-09;2020-10-11;First Class;CK-12595;OFF-BI-10004022
2051;CA-2016-142237;2020-10-09;2020-10-11;First Class;CK-12595;OFF-BI-10003669
2052;CA-2016-142237;2020-10-09;2020-10-11;First Class;CK-12595;FUR-CH-10003833
2053;CA-2016-142237;2020-10-09;2020-10-11;First Class;CK-12595;OFF-AR-10003732
2054;CA-2016-142237;2020-10-09;2020-10-11;First Class;CK-12595;FUR-FU-10003142
2055;CA-2017-136434;2022-03-01;2022-03-07;Standard Class;RD-19480;FUR-FU-10001196
2056;CA-2018-120376;2023-03-22;2023-03-25;First Class;TP-21130;TEC-AC-10001114
2057;CA-2018-120376;2023-03-22;2023-03-25;First Class;TP-21130;FUR-CH-10002335
2058;CA-2018-120376;2023-03-22;2023-03-25;First Class;TP-21130;TEC-AC-10000844
2059;CA-2018-120376;2023-03-22;2023-03-25;First Class;TP-21130;FUR-TA-10004534
2060;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-FA-10002975
2061;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-ST-10003996
2062;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-BI-10002571
2063;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-PA-10000477
2064;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-BI-10004209
2065;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-ST-10001963
2066;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;FUR-CH-10003833
2067;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;TEC-AC-10004568
2068;CA-2015-106439;2020-01-29;2020-02-02;Standard Class;GG-14650;OFF-AR-10001419
2069;CA-2016-133452;2020-07-12;2020-07-18;Standard Class;ZC-21910;TEC-AC-10002800
2070;CA-2016-133452;2020-07-12;2020-07-18;Standard Class;ZC-21910;FUR-TA-10003954
2071;CA-2017-146521;2021-10-19;2021-10-21;Second Class;CC-12610;OFF-BI-10000301
2072;US-2018-110996;2023-02-18;2023-02-23;Standard Class;KA-16525;FUR-CH-10003956
2073;CA-2017-129693;2022-02-24;2022-03-02;Standard Class;TC-20980;OFF-BI-10002954
2074;CA-2018-122504;2023-02-05;2023-02-10;Second Class;DB-13270;TEC-AC-10003289
2075;CA-2018-122504;2023-02-05;2023-02-10;Second Class;DB-13270;TEC-PH-10002468
2076;CA-2015-131051;2020-02-29;2020-03-04;Standard Class;TR-21325;FUR-FU-10001861
2077;CA-2018-140676;2022-12-11;2022-12-14;First Class;BF-11080;OFF-PA-10004082
2078;CA-2018-140676;2022-12-11;2022-12-14;First Class;BF-11080;OFF-AP-10000358
2079;CA-2018-140676;2022-12-11;2022-12-14;First Class;BF-11080;OFF-PA-10004243
2080;CA-2016-120103;2021-03-24;2021-03-29;Standard Class;MS-17365;OFF-PA-10001295
2081;CA-2016-120103;2021-03-24;2021-03-29;Standard Class;MS-17365;TEC-PH-10002170
2082;CA-2016-120103;2021-03-24;2021-03-29;Standard Class;MS-17365;FUR-FU-10002885
2083;CA-2018-104647;2022-05-24;2022-05-30;Standard Class;CK-12595;OFF-PA-10002870
2084;CA-2015-110352;2020-02-21;2020-02-27;Standard Class;ED-13885;OFF-LA-10003923
2085;CA-2017-140501;2021-09-21;2021-09-26;Standard Class;IM-15070;OFF-LA-10003510
2086;CA-2017-140501;2021-09-21;2021-09-26;Standard Class;IM-15070;OFF-LA-10000248
2087;CA-2017-140501;2021-09-21;2021-09-26;Standard Class;IM-15070;OFF-ST-10000060
2088;CA-2017-140501;2021-09-21;2021-09-26;Standard Class;IM-15070;OFF-PA-10003129
2089;CA-2017-140501;2021-09-21;2021-09-26;Standard Class;IM-15070;OFF-FA-10004076
2090;CA-2016-139290;2021-01-24;2021-01-28;Standard Class;MY-17380;OFF-LA-10004008
2091;CA-2018-166142;2022-10-13;2022-10-17;Standard Class;MM-17260;OFF-BI-10004094
2092;CA-2018-166142;2022-10-13;2022-10-17;Standard Class;MM-17260;FUR-TA-10004607
2093;CA-2015-145926;2020-02-15;2020-02-19;Standard Class;MP-17470;FUR-CH-10004289
2094;CA-2016-149678;2020-07-12;2020-07-14;Second Class;AW-10840;OFF-SU-10004498
2095;US-2016-164357;2021-02-23;2021-02-27;Standard Class;SF-20065;OFF-AR-10001177
2096;US-2017-146570;2021-08-13;2021-08-18;Standard Class;SN-20710;OFF-BI-10001718
2097;US-2017-146570;2021-08-13;2021-08-18;Standard Class;SN-20710;OFF-AR-10004602
2098;US-2017-146570;2021-08-13;2021-08-18;Standard Class;SN-20710;OFF-AR-10003856
2099;CA-2018-124401;2022-12-06;2022-12-11;Standard Class;RD-19900;OFF-ST-10000649
2100;CA-2018-124401;2022-12-06;2022-12-11;Standard Class;RD-19900;TEC-AC-10002926
2101;US-2015-140116;2019-06-08;2019-06-15;Standard Class;KT-16480;OFF-ST-10000078
2102;US-2015-140116;2019-06-08;2019-06-15;Standard Class;KT-16480;OFF-AR-10001044
2103;CA-2015-123295;2019-10-16;2019-10-16;Same Day;AH-10120;FUR-CH-10002372
2104;CA-2018-167101;2022-06-22;2022-06-26;Second Class;BM-11650;OFF-PA-10000357
2105;CA-2018-167101;2022-06-22;2022-06-26;Second Class;BM-11650;TEC-AC-10001266
2106;US-2015-167633;2019-12-29;2020-01-03;Standard Class;BW-11200;OFF-PA-10004888
2107;US-2015-152723;2019-12-25;2019-12-25;Same Day;HG-14965;OFF-BI-10003460
2108;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;OFF-PA-10000157
2109;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;OFF-BI-10004519
2110;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;OFF-AR-10004272
2111;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;OFF-FA-10000585
2112;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;FUR-CH-10004218
2113;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;OFF-SU-10004231
2114;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;TEC-PH-10001578
2115;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;OFF-ST-10003638
2116;CA-2016-164882;2021-01-29;2021-01-29;Same Day;SG-20080;FUR-BO-10002213
2117;CA-2016-159786;2021-01-10;2021-01-15;Second Class;RK-19300;FUR-TA-10001307
2118;CA-2017-130267;2021-12-18;2021-12-22;Standard Class;SW-20245;OFF-PA-10002222
2119;CA-2018-155460;2022-07-12;2022-07-14;First Class;RW-19630;OFF-PA-10002479
2120;CA-2018-155460;2022-07-12;2022-07-14;First Class;RW-19630;OFF-BI-10003091
2121;US-2018-168690;2022-04-07;2022-04-13;Standard Class;TS-21085;OFF-BI-10000145
2122;CA-2018-158246;2023-02-07;2023-02-09;First Class;JB-15400;FUR-CH-10003061
2123;CA-2018-167381;2022-12-21;2022-12-23;Second Class;EH-14005;FUR-BO-10001972
2124;CA-2018-167381;2022-12-21;2022-12-23;Second Class;EH-14005;OFF-LA-10000134
2125;CA-2018-144862;2023-03-01;2023-03-05;Standard Class;EH-14005;OFF-EN-10003040
2126;CA-2018-144862;2023-03-01;2023-03-05;Standard Class;EH-14005;TEC-PH-10000923
2127;CA-2015-126032;2019-09-21;2019-09-26;Standard Class;BS-11665;TEC-AC-10000158
2128;CA-2016-134859;2021-01-02;2021-01-07;Standard Class;JK-16120;FUR-FU-10003623
2129;CA-2016-134859;2021-01-02;2021-01-07;Standard Class;JK-16120;OFF-PA-10001293
2130;US-2015-114188;2019-08-18;2019-08-20;Second Class;RF-19345;OFF-AP-10000124
2131;US-2015-114188;2019-08-18;2019-08-20;Second Class;RF-19345;OFF-AR-10004511
2132;US-2015-114188;2019-08-18;2019-08-20;Second Class;RF-19345;FUR-FU-10000076
2133;CA-2016-156524;2021-02-18;2021-02-24;Standard Class;DL-12865;OFF-PA-10003883
2134;CA-2016-122210;2021-02-28;2021-03-04;Standard Class;WB-21850;OFF-BI-10003656
2135;CA-2016-122210;2021-02-28;2021-03-04;Standard Class;WB-21850;OFF-FA-10000053
2136;CA-2016-122210;2021-02-28;2021-03-04;Standard Class;WB-21850;TEC-PH-10002807
2137;CA-2016-156377;2021-03-31;2021-04-05;Standard Class;TB-21625;FUR-FU-10002364
2138;CA-2016-156377;2021-03-31;2021-04-05;Standard Class;TB-21625;OFF-BI-10002954
2139;US-2018-157896;2023-02-14;2023-02-14;Same Day;CB-12415;OFF-PA-10004092
2140;CA-2015-159520;2019-09-04;2019-09-09;Standard Class;GT-14635;OFF-BI-10003982
2141;CA-2015-159520;2019-09-04;2019-09-09;Standard Class;GT-14635;OFF-SU-10001664
2142;CA-2015-159520;2019-09-04;2019-09-09;Standard Class;GT-14635;FUR-TA-10003238
2143;CA-2017-155481;2021-11-30;2021-12-04;Standard Class;DK-13225;OFF-PA-10004675
2144;CA-2017-155481;2021-11-30;2021-12-04;Standard Class;DK-13225;TEC-PH-10002293
2145;CA-2017-155481;2021-11-30;2021-12-04;Standard Class;DK-13225;OFF-FA-10002780
2146;US-2017-152051;2021-09-23;2021-09-27;Standard Class;TS-21160;FUR-CH-10002965
2147;US-2017-152051;2021-09-23;2021-09-27;Standard Class;TS-21160;OFF-BI-10004781
2148;US-2017-152051;2021-09-23;2021-09-27;Standard Class;TS-21160;OFF-ST-10001713
2149;CA-2015-141607;2020-03-11;2020-03-16;Standard Class;WB-21850;FUR-FU-10003975
2150;CA-2018-102771;2022-06-29;2022-07-04;Standard Class;DO-13435;TEC-PH-10001536
2151;US-2018-139969;2023-02-17;2023-02-24;Standard Class;AF-10870;FUR-CH-10001973
2152;CA-2015-167360;2020-02-22;2020-02-27;Second Class;RB-19435;TEC-AC-10001772
2153;CA-2016-123505;2021-02-20;2021-02-24;Standard Class;AR-10540;OFF-PA-10002586
2154;CA-2017-117282;2021-10-12;2021-10-16;Standard Class;DR-12880;OFF-BI-10004094
2155;US-2017-120460;2021-07-29;2021-08-03;Standard Class;BF-11170;FUR-FU-10004973
2156;CA-2017-111115;2021-10-23;2021-10-25;Second Class;LB-16735;OFF-FA-10000624
2157;CA-2015-124646;2019-09-20;2019-09-22;First Class;DV-13465;OFF-ST-10001097
2158;CA-2015-124646;2019-09-20;2019-09-22;First Class;DV-13465;OFF-ST-10001469
2159;CA-2018-148166;2023-01-19;2023-01-24;Standard Class;NK-18490;OFF-AR-10004956
2160;CA-2017-159737;2021-12-02;2021-12-08;Standard Class;CS-11950;OFF-BI-10004236
2161;CA-2017-141019;2021-08-12;2021-08-12;Same Day;LH-17155;FUR-FU-10002937
2162;CA-2017-101938;2021-04-07;2021-04-12;Standard Class;DW-13480;OFF-AR-10003696
2163;CA-2018-166296;2022-06-11;2022-06-17;Standard Class;KF-16285;OFF-PA-10004359
2164;CA-2017-154018;2022-01-11;2022-01-17;Standard Class;HA-14920;TEC-AC-10002402
2165;CA-2017-154018;2022-01-11;2022-01-17;Standard Class;HA-14920;OFF-PA-10000551
2166;CA-2017-154018;2022-01-11;2022-01-17;Standard Class;HA-14920;FUR-FU-10003394
2167;CA-2017-154018;2022-01-11;2022-01-17;Standard Class;HA-14920;OFF-AR-10002067
2168;CA-2017-154018;2022-01-11;2022-01-17;Standard Class;HA-14920;OFF-BI-10004140
2169;CA-2018-117870;2022-04-27;2022-04-30;Second Class;JH-15820;OFF-AR-10004078
